brand,brand_slug,model,model_slug,version,version_slug,fuel,engine,full_name
GAC,gac,GS3,gs3,1.5T Luxury AT,1-5t-luxury-at,Nafta,1.5 L,GAC GS3 1.5T Luxury AT
GAC,gac,GS4,gs4,1.5T Comfort AT,1-5t-comfort-at,Nafta,1.5 L,GAC GS4 1.5T Comfort AT
GAC,gac,GS4,gs4,1.5T Luxury AT,1-5t-luxury-at,Nafta,1.5 L,GAC GS4 1.5T Luxury AT
GWM,gwm,Ora 03,ora-03,Skin,skin,Eléctrico,Eléctrico,GWM Ora 03 Skin
GWM,gwm,Ora 03,ora-03,Pro,pro,Eléctrico,Eléctrico,GWM Ora 03 Pro
Geely,geely,Coolray,coolray,1.5T Sport DCT,1-5t-sport-dct,Nafta,1.5 L,Geely Coolray 1.5T Sport DCT
Geely,geely,Monjaro,monjaro,2.0T Flagship AT 4x4,2-0t-flagship-at-4x4,Nafta,2.0 L,Geely Monjaro 2.0T Flagship AT 4x4
Geely,geely,Tugella,tugella,2.0T Luxury AT 4x4,2-0t-luxury-at-4x4,Nafta,2.0 L,Geely Tugella 2.0T Luxury AT 4x4
Haval,haval,H6,h6,2.0T Comfort AT,2-0t-comfort-at,Nafta,2.0 L,Haval H6 2.0T Comfort AT
Haval,haval,H6,h6,2.0T Premium AT,2-0t-premium-at,Nafta,2.0 L,Haval H6 2.0T Premium AT
Haval,haval,H6,h6,2.0T Supreme AT,2-0t-supreme-at,Nafta,2.0 L,Haval H6 2.0T Supreme AT
Haval,haval,Jolion,jolion,1.5T Comfort CVT,1-5t-comfort-cvt,Nafta,1.5 L,Haval Jolion 1.5T Comfort CVT
Haval,haval,Jolion,jolion,1.5T Premium CVT,1-5t-premium-cvt,Nafta,1.5 L,Haval Jolion 1.5T Premium CVT
Honda,honda,CR-V,cr-v,1.5T EXL CVT 4x4,1-5t-exl-cvt-4x4,Nafta,1.5 L,Honda CR-V 1.5T EXL CVT 4x4
Honda,honda,City,city,1.5L EX CVT,1-5l-ex-cvt,Nafta,1.5 L,Honda City 1.5L EX CVT
Honda,honda,City,city,1.5L EXL CVT,1-5l-exl-cvt,Nafta,1.5 L,Honda City 1.5L EXL CVT
Honda,honda,HR-V,hr-v,1.5L EX CVT,1-5l-ex-cvt,Nafta,1.5 L,Honda HR-V 1.5L EX CVT
Honda,honda,HR-V,hr-v,1.5L EXL CVT,1-5l-exl-cvt,Nafta,1.5 L,Honda HR-V 1.5L EXL CVT
Honda,honda,WR-V,wr-v,1.5L EX CVT,1-5l-ex-cvt,Nafta,1.5 L,Honda WR-V 1.5L EX CVT
Honda,honda,WR-V,wr-v,1.5L EXL CVT,1-5l-exl-cvt,Nafta,1.5 L,Honda WR-V 1.5L EXL CVT
Honda,honda,ZR-V,zr-v,1.5T EXL CVT,1-5t-exl-cvt,Nafta,1.5 L,Honda ZR-V 1.5T EXL CVT
Hyundai,hyundai,Creta,creta,1.6L Safety MT,1-6l-safety-mt,Nafta,1.6 L,Hyundai Creta 1.6L Safety MT
Hyundai,hyundai,Creta,creta,1.6L Premium AT,1-6l-premium-at,Nafta,1.6 L,Hyundai Creta 1.6L Premium AT
Hyundai,hyundai,Creta,creta,1.0T Limited AT,1-0t-limited-at,Nafta,1.0 L,Hyundai Creta 1.0T Limited AT
Hyundai,hyundai,HB20,hb20,1.0L Sense MT,1-0l-sense-mt,Nafta,1.0 L,Hyundai HB20 1.0L Sense MT
Hyundai,hyundai,HB20,hb20,1.0L Comfort MT,1-0l-comfort-mt,Nafta,1.0 L,Hyundai HB20 1.0L Comfort MT
Hyundai,hyundai,HB20,hb20,1.0T Premium AT,1-0t-premium-at,Nafta,1.0 L,Hyundai HB20 1.0T Premium AT
Hyundai,hyundai,HB20S,hb20s,1.0L Comfort MT,1-0l-comfort-mt,Nafta,1.0 L,Hyundai HB20S 1.0L Comfort MT
Hyundai,hyundai,HB20S,hb20s,1.0T Premium AT,1-0t-premium-at,Nafta,1.0 L,Hyundai HB20S 1.0T Premium AT
Hyundai,hyundai,Santa Fe,santa-fe,2.5L Premium AT AWD,2-5l-premium-at-awd,Nafta,2.5 L,Hyundai Santa Fe 2.5L Premium AT AWD
Hyundai,hyundai,Tucson,tucson,1.6T GL AT,1-6t-gl-at,Nafta,1.6 L,Hyundai Tucson 1.6T GL AT
Hyundai,hyundai,Tucson,tucson,1.6T Premium AT,1-6t-premium-at,Nafta,1.6 L,Hyundai Tucson 1.6T Premium AT
Hyundai,hyundai,Tucson,tucson,1.6T Limited AT 4x4,1-6t-limited-at-4x4,Nafta,1.6 L,Hyundai Tucson 1.6T Limited AT 4x4
Isuzu,isuzu,D-Max,d-max,1.9TD 4x2 LS MT,1-9td-4x2-ls-mt,Diesel,1.9 L,Isuzu D-Max 1.9TD 4x2 LS MT
Isuzu,isuzu,D-Max,d-max,1.9TD 4x4 LS AT,1-9td-4x4-ls-at,Diesel,1.9 L,Isuzu D-Max 1.9TD 4x4 LS AT
Isuzu,isuzu,D-Max,d-max,3.0TD 4x4 V-Cross AT,3-0td-4x4-v-cross-at,Diesel,3.0 L,Isuzu D-Max 3.0TD 4x4 V-Cross AT
Iveco,iveco,Daily,daily,3.0TD Furgón 35S14,3-0td-furgon-35s14,Diesel,3.0 L,Iveco Daily 3.0TD Furgón 35S14
Iveco,iveco,Daily,daily,3.0TD Chasis 70C17,3-0td-chasis-70c17,Diesel,3.0 L,Iveco Daily 3.0TD Chasis 70C17
JAC,jac,JS2,js2,1.5L Comfort CVT,1-5l-comfort-cvt,Nafta,1.5 L,JAC JS2 1.5L Comfort CVT
JAC,jac,JS2,js2,1.5L Luxury CVT,1-5l-luxury-cvt,Nafta,1.5 L,JAC JS2 1.5L Luxury CVT
JAC,jac,JS3,js3,1.5T Comfort CVT,1-5t-comfort-cvt,Nafta,1.5 L,JAC JS3 1.5T Comfort CVT
JAC,jac,JS3,js3,1.5T Luxury CVT,1-5t-luxury-cvt,Nafta,1.5 L,JAC JS3 1.5T Luxury CVT
JAC,jac,T8 Pro,t8-pro,2.0TD 4x2 Luxury MT,2-0td-4x2-luxury-mt,Diesel,2.0 L,JAC T8 Pro 2.0TD 4x2 Luxury MT
JAC,jac,T8 Pro,t8-pro,2.0TD 4x4 Luxury AT,2-0td-4x4-luxury-at,Diesel,2.0 L,JAC T8 Pro 2.0TD 4x4 Luxury AT
JMC,jmc,Vigus Pro,vigus-pro,2.0TD 4x2 Luxury MT,2-0td-4x2-luxury-mt,Diesel,2.0 L,JMC Vigus Pro 2.0TD 4x2 Luxury MT
JMC,jmc,Vigus Pro,vigus-pro,2.0TD 4x4 Luxury AT,2-0td-4x4-luxury-at,Diesel,2.0 L,JMC Vigus Pro 2.0TD 4x4 Luxury AT
JMEV,jmev,EV3,ev3,Comfort,comfort,Eléctrico,Eléctrico,JMEV EV3 Comfort
JMEV,jmev,EV3,ev3,Premium,premium,Eléctrico,Eléctrico,JMEV EV3 Premium
Jaguar,jaguar,E-Pace,e-pace,2.0T S AT AWD,2-0t-s-at-awd,Nafta,2.0 L,Jaguar E-Pace 2.0T S AT AWD
Jaguar,jaguar,F-Pace,f-pace,2.0T R-Dynamic S AT AWD,2-0t-r-dynamic-s-at-awd,Nafta,2.0 L,Jaguar F-Pace 2.0T R-Dynamic S AT AWD
Jeep,jeep,Avenger,avenger,1.0T Longitude AT,1-0t-longitude-at,Nafta,1.0 L,Jeep Avenger 1.0T Longitude AT
Jeep,jeep,Avenger,avenger,1.0T Limited AT,1-0t-limited-at,Nafta,1.0 L,Jeep Avenger 1.0T Limited AT
Jeep,jeep,Commander,commander,2.0TD Limited AT 4x4,2-0td-limited-at-4x4,Diesel,2.0 L,Jeep Commander 2.0TD Limited AT 4x4
Jeep,jeep,Commander,commander,2.0TD Overland AT 4x4,2-0td-overland-at-4x4,Diesel,2.0 L,Jeep Commander 2.0TD Overland AT 4x4
Jeep,jeep,Compass,compass,1.3T Sport AT,1-3t-sport-at,Nafta,1.3 L,Jeep Compass 1.3T Sport AT
Jeep,jeep,Compass,compass,1.3T Longitude AT,1-3t-longitude-at,Nafta,1.3 L,Jeep Compass 1.3T Longitude AT
Jeep,jeep,Compass,compass,1.3T Limited AT 4x4,1-3t-limited-at-4x4,Nafta,1.3 L,Jeep Compass 1.3T Limited AT 4x4
Jeep,jeep,Grand Cherokee,grand-cherokee,3.6L V6 Limited AT 4x4,3-6l-v6-limited-at-4x4,Nafta,3.6 L,Jeep Grand Cherokee 3.6L V6 Limited AT 4x4
Jeep,jeep,Grand Cherokee,grand-cherokee,3.6L V6 Overland AT 4x4,3-6l-v6-overland-at-4x4,Nafta,3.6 L,Jeep Grand Cherokee 3.6L V6 Overland AT 4x4
Jeep,jeep,Grand Cherokee,grand-cherokee,3.6L V6 Summit AT 4x4,3-6l-v6-summit-at-4x4,Nafta,3.6 L,Jeep Grand Cherokee 3.6L V6 Summit AT 4x4
Jeep,jeep,Renegade,renegade,1.3T Sport AT,1-3t-sport-at,Nafta,1.3 L,Jeep Renegade 1.3T Sport AT
Jeep,jeep,Renegade,renegade,1.3T Longitude AT,1-3t-longitude-at,Nafta,1.3 L,Jeep Renegade 1.3T Longitude AT
Jeep,jeep,Renegade,renegade,1.3T Limited AT,1-3t-limited-at,Nafta,1.3 L,Jeep Renegade 1.3T Limited AT
Jeep,jeep,Wrangler,wrangler,2.0T Rubicon AT 4x4,2-0t-rubicon-at-4x4,Nafta,2.0 L,Jeep Wrangler 2.0T Rubicon AT 4x4
Jeep,jeep,Wrangler,wrangler,2.0T Sahara AT 4x4,2-0t-sahara-at-4x4,Nafta,2.0 L,Jeep Wrangler 2.0T Sahara AT 4x4
Jetour,jetour,Dashing,dashing,1.5T Comfort DCT,1-5t-comfort-dct,Nafta,1.5 L,Jetour Dashing 1.5T Comfort DCT
Jetour,jetour,Dashing,dashing,1.5T Luxury DCT,1-5t-luxury-dct,Nafta,1.5 L,Jetour Dashing 1.5T Luxury DCT
Jetour,jetour,T2,t2,1.6T Comfort DCT,1-6t-comfort-dct,Nafta,1.6 L,Jetour T2 1.6T Comfort DCT
Jetour,jetour,T2,t2,1.6T Luxury DCT,1-6t-luxury-dct,Nafta,1.6 L,Jetour T2 1.6T Luxury DCT
Jetour,jetour,X70 Plus,x70-plus,1.5T Comfort DCT,1-5t-comfort-dct,Nafta,1.5 L,Jetour X70 Plus 1.5T Comfort DCT
Jetour,jetour,X70 Plus,x70-plus,1.5T Luxury DCT,1-5t-luxury-dct,Nafta,1.5 L,Jetour X70 Plus 1.5T Luxury DCT
KIA,kia,Carnival,carnival,2.2TD Premium AT,2-2td-premium-at,Diesel,2.2 L,KIA Carnival 2.2TD Premium AT
KIA,kia,Cerato,cerato,2.0L EX AT,2-0l-ex-at,Nafta,2.0 L,KIA Cerato 2.0L EX AT
KIA,kia,Cerato,cerato,2.0L EX+ AT,2-0l-ex-at,Nafta,2.0 L,KIA Cerato 2.0L EX+ AT
KIA,kia,Seltos,seltos,1.6L EX AT,1-6l-ex-at,Nafta,1.6 L,KIA Seltos 1.6L EX AT
KIA,kia,Seltos,seltos,1.6T GT-Line AT AWD,1-6t-gt-line-at-awd,Nafta,1.6 L,KIA Seltos 1.6T GT-Line AT AWD
KIA,kia,Sorento,sorento,2.5L EX AT,2-5l-ex-at,Nafta,2.5 L,KIA Sorento 2.5L EX AT
KIA,kia,Sorento,sorento,2.5T GT-Line AT AWD,2-5t-gt-line-at-awd,Nafta,2.5 L,KIA Sorento 2.5T GT-Line AT AWD
KIA,kia,Sportage,sportage,1.6T EX AT,1-6t-ex-at,Nafta,1.6 L,KIA Sportage 1.6T EX AT
KIA,kia,Sportage,sportage,1.6T GT-Line AT AWD,1-6t-gt-line-at-awd,Nafta,1.6 L,KIA Sportage 1.6T GT-Line AT AWD
KIA,kia,Stonic,stonic,1.0T EX AT,1-0t-ex-at,Nafta,1.0 L,KIA Stonic 1.0T EX AT
KYC,kyc,K2,k2,Comfort,comfort,Eléctrico,Eléctrico,KYC K2 Comfort
Kaiyi,kaiyi,X3 Pro,x3-pro,1.5L Comfort CVT,1-5l-comfort-cvt,Nafta,1.5 L,Kaiyi X3 Pro 1.5L Comfort CVT
Kaiyi,kaiyi,X3 Pro,x3-pro,1.5L Luxury CVT,1-5l-luxury-cvt,Nafta,1.5 L,Kaiyi X3 Pro 1.5L Luxury CVT
Land Rover,land-rover,Defender,defender,2.0T P300 SE AT AWD,2-0t-p300-se-at-awd,Nafta,2.0 L,Land Rover Defender 2.0T P300 SE AT AWD
Land Rover,land-rover,Defender,defender,3.0L P400 X AT AWD,3-0l-p400-x-at-awd,Nafta,3.0 L,Land Rover Defender 3.0L P400 X AT AWD
Land Rover,land-rover,Discovery Sport,discovery-sport,2.0T P250 S AT AWD,2-0t-p250-s-at-awd,Nafta,2.0 L,Land Rover Discovery Sport 2.0T P250 S AT AWD
Land Rover,land-rover,Discovery Sport,discovery-sport,2.0T P300 R-Dynamic SE AT AWD,2-0t-p300-r-dynamic-se-at-awd,Nafta,2.0 L,Land Rover Discovery Sport 2.0T P300 R-Dynamic SE AT AWD
Land Rover,land-rover,Range Rover Evoque,range-rover-evoque,2.0T P250 SE AT AWD,2-0t-p250-se-at-awd,Nafta,2.0 L,Land Rover Range Rover Evoque 2.0T P250 SE AT AWD
Land Rover,land-rover,Range Rover Evoque,range-rover-evoque,2.0T P300 R-Dynamic HSE AT AWD,2-0t-p300-r-dynamic-hse-at-awd,Nafta,2.0 L,Land Rover Range Rover Evoque 2.0T P300 R-Dynamic HSE AT AWD
Land Rover,land-rover,Range Rover Sport,range-rover-sport,3.0L P400 Dynamic SE AT AWD,3-0l-p400-dynamic-se-at-awd,Nafta,3.0 L,Land Rover Range Rover Sport 3.0L P400 Dynamic SE AT AWD
Land Rover,land-rover,Range Rover Velar,range-rover-velar,2.0T P250 R-Dynamic S AT AWD,2-0t-p250-r-dynamic-s-at-awd,Nafta,2.0 L,Land Rover Range Rover Velar 2.0T P250 R-Dynamic S AT AWD
Lexus,lexus,NX,nx,350h AWD,350h-awd,Nafta Eléctrico,2.5 L,Lexus NX 350h AWD
Lexus,lexus,RX,rx,350h AWD,350h-awd,Nafta Eléctrico,2.5 L,Lexus RX 350h AWD
Lexus,lexus,RX,rx,500h F Sport AWD,500h-f-sport-awd,Nafta Eléctrico,2.4 L,Lexus RX 500h F Sport AWD
MG,mg,HS,hs,1.5T Comfort AT,1-5t-comfort-at,Nafta,1.5 L,MG HS 1.5T Comfort AT
MG,mg,HS,hs,1.5T Luxury AT,1-5t-luxury-at,Nafta,1.5 L,MG HS 1.5T Luxury AT
MG,mg,MG3,mg3,1.5L Comfort CVT,1-5l-comfort-cvt,Nafta,1.5 L,MG MG3 1.5L Comfort CVT
MG,mg,MG5,mg5,1.5T Comfort CVT,1-5t-comfort-cvt,Nafta,1.5 L,MG MG5 1.5T Comfort CVT
MG,mg,MG5,mg5,1.5T Luxury CVT,1-5t-luxury-cvt,Nafta,1.5 L,MG MG5 1.5T Luxury CVT
MG,mg,RX5,rx5,2.0T Luxury AT,2-0t-luxury-at,Nafta,2.0 L,MG RX5 2.0T Luxury AT
MG,mg,ZS,zs,1.5L Comfort CVT,1-5l-comfort-cvt,Nafta,1.5 L,MG ZS 1.5L Comfort CVT
MG,mg,ZS,zs,1.5L Luxury CVT,1-5l-luxury-cvt,Nafta,1.5 L,MG ZS 1.5L Luxury CVT
MG,mg,ZS EV,zs-ev,Comfort,comfort,Eléctrico,Eléctrico,MG ZS EV Comfort
MG,mg,ZS EV,zs-ev,Luxury,luxury,Eléctrico,Eléctrico,MG ZS EV Luxury
MINI,mini,Cooper,cooper,1.5T Pepper AT,1-5t-pepper-at,Nafta,1.5 L,MINI Cooper 1.5T Pepper AT
MINI,mini,Cooper,cooper,2.0T S Wired AT,2-0t-s-wired-at,Nafta,2.0 L,MINI Cooper 2.0T S Wired AT
MINI,mini,Countryman,countryman,1.5T AT,1-5t-at,Nafta,1.5 L,MINI Countryman 1.5T AT
MINI,mini,Countryman,countryman,2.0T S ALL4 AT,2-0t-s-all4-at,Nafta,2.0 L,MINI Countryman 2.0T S ALL4 AT
Maserati,maserati,Grecale,grecale,2.0T GT AT,2-0t-gt-at,Nafta,2.0 L,Maserati Grecale 2.0T GT AT
Maserati,maserati,Grecale,grecale,2.0T Modena AT,2-0t-modena-at,Nafta,2.0 L,Maserati Grecale 2.0T Modena AT
Maxus,maxus,T60,t60,2.8TD 4x2 Luxury MT,2-8td-4x2-luxury-mt,Diesel,2.8 L,Maxus T60 2.8TD 4x2 Luxury MT
Maxus,maxus,T60,t60,2.8TD 4x4 Luxury AT,2-8td-4x4-luxury-at,Diesel,2.8 L,Maxus T60 2.8TD 4x4 Luxury AT
Maxus,maxus,eDeliver 3,edeliver-3,Cargo,cargo,Eléctrico,Eléctrico,Maxus eDeliver 3 Cargo
Mercedes-Benz,mercedes,Clase A,clase-a,A 200 Progressive,a-200-progressive,Nafta,1.3 L,Mercedes-Benz Clase A A 200 Progressive
Mercedes-Benz,mercedes,Clase A,clase-a,A 200 AMG-Line,a-200-amg-line,Nafta,1.3 L,Mercedes-Benz Clase A A 200 AMG-Line
Mercedes-Benz,mercedes,Clase A,clase-a,A 250 AMG-Line 4Matic,a-250-amg-line-4matic,Nafta,2.0 L,Mercedes-Benz Clase A A 250 AMG-Line 4Matic
Mercedes-Benz,mercedes,Clase A,clase-a,AMG A 35 4Matic,amg-a-35-4matic,Nafta,2.0 L,Mercedes-Benz Clase A AMG A 35 4Matic
Mercedes-Benz,mercedes,Clase C,clase-c,C 200 Avantgarde,c-200-avantgarde,Nafta,1.5 L,Mercedes-Benz Clase C C 200 Avantgarde
Mercedes-Benz,mercedes,Clase C,clase-c,C 300 AMG-Line,c-300-amg-line,Nafta,2.0 L,Mercedes-Benz Clase C C 300 AMG-Line
Mercedes-Benz,mercedes,Clase C,clase-c,AMG C 43 4Matic,amg-c-43-4matic,Nafta,2.0 L,Mercedes-Benz Clase C AMG C 43 4Matic
Mercedes-Benz,mercedes,Clase GLA,clase-gla,GLA 200 Progressive,gla-200-progressive,Nafta,1.3 L,Mercedes-Benz Clase GLA GLA 200 Progressive
Mercedes-Benz,mercedes,Clase GLA,clase-gla,GLA 250 AMG-Line 4Matic,gla-250-amg-line-4matic,Nafta,2.0 L,Mercedes-Benz Clase GLA GLA 250 AMG-Line 4Matic
Mercedes-Benz,mercedes,Clase GLA,clase-gla,AMG GLA 35 4Matic,amg-gla-35-4matic,Nafta,2.0 L,Mercedes-Benz Clase GLA AMG GLA 35 4Matic
Mercedes-Benz,mercedes,Clase GLB,clase-glb,GLB 200 Progressive,glb-200-progressive,Nafta,1.3 L,Mercedes-Benz Clase GLB GLB 200 Progressive
Mercedes-Benz,mercedes,Clase GLB,clase-glb,GLB 250 AMG-Line 4Matic,glb-250-amg-line-4matic,Nafta,2.0 L,Mercedes-Benz Clase GLB GLB 250 AMG-Line 4Matic
Mercedes-Benz,mercedes,Clase GLB,clase-glb,AMG GLB 35 4Matic,amg-glb-35-4matic,Nafta,2.0 L,Mercedes-Benz Clase GLB AMG GLB 35 4Matic
Mercedes-Benz,mercedes,Clase GLC,clase-glc,GLC 300 4Matic AMG-Line,glc-300-4matic-amg-line,Nafta,2.0 L,Mercedes-Benz Clase GLC GLC 300 4Matic AMG-Line
Mercedes-Benz,mercedes,Clase GLC,clase-glc,GLC 300 4Matic AMG-Line Coupé,glc-300-4matic-amg-line-coupe,Nafta,2.0 L,Mercedes-Benz Clase GLC GLC 300 4Matic AMG-Line Coupé
Mercedes-Benz,mercedes,Clase GLC,clase-glc,AMG GLC 43 4Matic,amg-glc-43-4matic,Nafta,2.0 L,Mercedes-Benz Clase GLC AMG GLC 43 4Matic
Mercedes-Benz,mercedes,Clase GLE,clase-gle,GLE 450 4Matic AMG-Line,gle-450-4matic-amg-line,Nafta,3.0 L,Mercedes-Benz Clase GLE GLE 450 4Matic AMG-Line
Mercedes-Benz,mercedes,Clase GLE,clase-gle,GLE 450 4Matic AMG-Line Coupé,gle-450-4matic-amg-line-coupe,Nafta,3.0 L,Mercedes-Benz Clase GLE GLE 450 4Matic AMG-Line Coupé
Mercedes-Benz,mercedes,Clase GLE,clase-gle,AMG GLE 53 4Matic+,amg-gle-53-4matic,Nafta,3.0 L,Mercedes-Benz Clase GLE AMG GLE 53 4Matic+
Mercedes-Benz,mercedes,Sprinter,sprinter,2.1TD Furgón 415 MT,2-1td-furgon-415-mt,Diesel,2.1 L,Mercedes-Benz Sprinter 2.1TD Furgón 415 MT
Mercedes-Benz,mercedes,Sprinter,sprinter,2.1TD Combi 415 MT,2-1td-combi-415-mt,Diesel,2.1 L,Mercedes-Benz Sprinter 2.1TD Combi 415 MT
Mercedes-Benz,mercedes,Vito,vito,1.6TD Furgón V1 MT,1-6td-furgon-v1-mt,Diesel,1.6 L,Mercedes-Benz Vito 1.6TD Furgón V1 MT
Mercedes-Benz,mercedes,Vito,vito,2.0TD Tourer V2 AT,2-0td-tourer-v2-at,Diesel,2.0 L,Mercedes-Benz Vito 2.0TD Tourer V2 AT
Mitsubishi,mitsubishi,L200,l200,2.4TD 4x2 GL MT,2-4td-4x2-gl-mt,Diesel,2.4 L,Mitsubishi L200 2.4TD 4x2 GL MT
Mitsubishi,mitsubishi,L200,l200,2.4TD 4x4 GLS AT,2-4td-4x4-gls-at,Diesel,2.4 L,Mitsubishi L200 2.4TD 4x4 GLS AT
Mitsubishi,mitsubishi,L200,l200,2.4TD 4x4 HPE AT,2-4td-4x4-hpe-at,Diesel,2.4 L,Mitsubishi L200 2.4TD 4x4 HPE AT
Mitsubishi,mitsubishi,Outlander,outlander,2.5L CVT 4x2,2-5l-cvt-4x2,Nafta,2.5 L,Mitsubishi Outlander 2.5L CVT 4x2
Mitsubishi,mitsubishi,Outlander,outlander,2.5L CVT 4x4,2-5l-cvt-4x4,Nafta,2.5 L,Mitsubishi Outlander 2.5L CVT 4x4
Nissan,nissan,Frontier,frontier,2.3TD 4x2 S MT,2-3td-4x2-s-mt,Diesel,2.3 L,Nissan Frontier 2.3TD 4x2 S MT
Nissan,nissan,Frontier,frontier,2.3TD 4x2 SE AT,2-3td-4x2-se-at,Diesel,2.3 L,Nissan Frontier 2.3TD 4x2 SE AT
Nissan,nissan,Frontier,frontier,2.3TD 4x4 SE AT,2-3td-4x4-se-at,Diesel,2.3 L,Nissan Frontier 2.3TD 4x4 SE AT
Nissan,nissan,Frontier,frontier,2.3TD 4x4 Platinum AT,2-3td-4x4-platinum-at,Diesel,2.3 L,Nissan Frontier 2.3TD 4x4 Platinum AT
Nissan,nissan,Frontier,frontier,2.3TD 4x4 X-Gear AT,2-3td-4x4-x-gear-at,Diesel,2.3 L,Nissan Frontier 2.3TD 4x4 X-Gear AT
Nissan,nissan,Kicks,kicks,1.6L Sense MT,1-6l-sense-mt,Nafta,1.6 L,Nissan Kicks 1.6L Sense MT
Nissan,nissan,Kicks,kicks,1.6L Advance CVT,1-6l-advance-cvt,Nafta,1.6 L,Nissan Kicks 1.6L Advance CVT
Nissan,nissan,Kicks,kicks,1.6L Exclusive CVT,1-6l-exclusive-cvt,Nafta,1.6 L,Nissan Kicks 1.6L Exclusive CVT
Nissan,nissan,Versa,versa,1.6L Sense MT,1-6l-sense-mt,Nafta,1.6 L,Nissan Versa 1.6L Sense MT
Nissan,nissan,Versa,versa,1.6L Advance CVT,1-6l-advance-cvt,Nafta,1.6 L,Nissan Versa 1.6L Advance CVT
Nissan,nissan,Versa,versa,1.6L Exclusive CVT,1-6l-exclusive-cvt,Nafta,1.6 L,Nissan Versa 1.6L Exclusive CVT
Nissan,nissan,X-Trail,x-trail,2.5L Sense CVT,2-5l-sense-cvt,Nafta,2.5 L,Nissan X-Trail 2.5L Sense CVT
Nissan,nissan,X-Trail,x-trail,2.5L Advance CVT,2-5l-advance-cvt,Nafta,2.5 L,Nissan X-Trail 2.5L Advance CVT
Nissan,nissan,X-Trail,x-trail,2.5L Exclusive CVT 4x4,2-5l-exclusive-cvt-4x4,Nafta,2.5 L,Nissan X-Trail 2.5L Exclusive CVT 4x4
Peugeot,peugeot,2008,2008,1.6L Active MT,1-6l-active-mt,Nafta,1.6 L,Peugeot 2008 1.6L Active MT
Peugeot,peugeot,2008,2008,1.0T Allure AT,1-0t-allure-at,Nafta,1.0 L,Peugeot 2008 1.0T Allure AT
Peugeot,peugeot,2008,2008,1.0T GT AT,1-0t-gt-at,Nafta,1.0 L,Peugeot 2008 1.0T GT AT
Peugeot,peugeot,208,208,1.6L Like MT,1-6l-like-mt,Nafta,1.6 L,Peugeot 208 1.6L Like MT
Peugeot,peugeot,208,208,1.6L Active MT,1-6l-active-mt,Nafta,1.6 L,Peugeot 208 1.6L Active MT
Peugeot,peugeot,208,208,1.0T Allure AT,1-0t-allure-at,Nafta,1.0 L,Peugeot 208 1.0T Allure AT
Peugeot,peugeot,208,208,1.0T GT AT,1-0t-gt-at,Nafta,1.0 L,Peugeot 208 1.0T GT AT
Peugeot,peugeot,3008,3008,1.6T Allure AT,1-6t-allure-at,Nafta,1.6 L,Peugeot 3008 1.6T Allure AT
Peugeot,peugeot,3008,3008,1.6T GT AT,1-6t-gt-at,Nafta,1.6 L,Peugeot 3008 1.6T GT AT
Peugeot,peugeot,408,408,1.6T Allure AT,1-6t-allure-at,Nafta,1.6 L,Peugeot 408 1.6T Allure AT
Peugeot,peugeot,408,408,1.6T GT AT,1-6t-gt-at,Nafta,1.6 L,Peugeot 408 1.6T GT AT
Peugeot,peugeot,5008,5008,1.6T Allure AT,1-6t-allure-at,Nafta,1.6 L,Peugeot 5008 1.6T Allure AT
Peugeot,peugeot,5008,5008,1.6T GT AT,1-6t-gt-at,Nafta,1.6 L,Peugeot 5008 1.6T GT AT
Peugeot,peugeot,Expert,expert,1.6 HDi Business,1-6-hdi-business,Diesel,1.6 L,Peugeot Expert 1.6 HDi Business
Peugeot,peugeot,Partner,partner,1.6 HDi Business,1-6-hdi-business,Diesel,1.6 L,Peugeot Partner 1.6 HDi Business
Peugeot,peugeot,Partner,partner,1.6 HDi Pack,1-6-hdi-pack,Diesel,1.6 L,Peugeot Partner 1.6 HDi Pack
Porsche,porsche,911,911,Carrera S PDK,carrera-s-pdk,Nafta,3.0 L,Porsche 911 Carrera S PDK
Porsche,porsche,911,911,Turbo S PDK,turbo-s-pdk,Nafta,3.8 L,Porsche 911 Turbo S PDK
Porsche,porsche,Cayenne,cayenne,3.0T AT,3-0t-at,Nafta,3.0 L,Porsche Cayenne 3.0T AT
Porsche,porsche,Cayenne,cayenne,E-Hybrid AT,e-hybrid-at,Nafta Eléctrico,3.0 L,Porsche Cayenne E-Hybrid AT
Porsche,porsche,Macan,macan,2.0T AT,2-0t-at,Nafta,2.0 L,Porsche Macan 2.0T AT
Porsche,porsche,Macan,macan,T 2.9T AT,t-2-9t-at,Nafta,2.9 L,Porsche Macan T 2.9T AT
Porsche,porsche,Macan,macan,GTS 2.9T AT,gts-2-9t-at,Nafta,2.9 L,Porsche Macan GTS 2.9T AT
RAM,ram,1200,1200,1.3L Bighorn AT,1-3l-bighorn-at,Nafta,1.3 L,RAM 1200 1.3L Bighorn AT
RAM,ram,1200,1200,1.3L Laramie AT,1-3l-laramie-at,Nafta,1.3 L,RAM 1200 1.3L Laramie AT
RAM,ram,1500,1500,5.7L V8 Laramie AT 4x4,5-7l-v8-laramie-at-4x4,Nafta,5.7 L,RAM 1500 5.7L V8 Laramie AT 4x4
RAM,ram,1500,1500,5.7L V8 Limited AT 4x4,5-7l-v8-limited-at-4x4,Nafta,5.7 L,RAM 1500 5.7L V8 Limited AT 4x4
